annual_income,loan_amount,credit_score,debt_to_income,employment_years,past_due_count,defaulted
49114.93680709418,14683.885368554613,729.4895945455213,0.16095018632451286,22,0,0
97320.89061343734,18542.52671465014,717.3309732070638,0.341575060723826,29,0,0
50518.136553931174,18379.99810828669,630.6271811607633,0.19858698878997794,14,0,0
61972.31587501359,22767.419381769898,743.6562528236952,0.29369747578438476,13,2,0
22750.277810291045,20891.65258685041,703.0577576980002,0.3858018070281197,24,1,1
75546.993389348,25920.364534636046,612.9960043083461,0.17214771319465227,15,0,0
25741.577316901516,25432.574752214496,606.9237794002049,0.6121317233688863,17,0,1
69146.54374796164,31503.76612632777,615.63967257856,0.31320773526781215,31,0,0
56307.85990462505,24173.278431200804,744.2243953031939,0.677611094028613,14,1,0
56531.96944849011,19294.944595913395,783.660246152887,0.5222596501849045,32,0,0
72879.82985940667,28194.22524855921,486.3768392818363,0.17362414921254593,12,1,0
81391.78220437882,19132.607965485564,596.4511729784768,0.499379959466954,6,1,0
91175.58918417952,20608.367294486143,770.833357256627,0.06627334415920176,18,0,0
41606.08478103177,1000.0,659.9257133048089,0.6151638159749336,20,1,1
58776.63447451101,9899.14507713772,753.6488951561572,0.7319569860850402,8,1,0
64045.9073508747,24296.19252961251,685.6687735740069,0.5244302364018685,3,1,1
77059.12445242511,30072.566525535352,701.904141663899,0.6985457240128425,30,0,1
76650.4698985653,22846.452877266343,756.870845322359,0.2563593663413819,6,0,1
48105.83650687194,23475.26527408538,678.1135896478844,0.34651214177907425,12,0,1
89037.21149119263,24054.85688838545,620.9581138245763,0.34721817676260736,7,1,1
73202.34808521753,18328.793516884885,720.1913528355573,0.12842062889788514,25,0,1
100779.51956257605,9560.622145271967,651.7139280409749,0.6075101727474845,26,0,1
71341.66271136349,23762.140265456947,839.4282343013401,0.39654652360626375,25,1,0
24948.225800485678,6858.925539711961,669.1219700712217,0.3932995060733619,13,0,0
48532.15445108296,22427.002756631526,716.9821550067446,0.5179281370122472,19,0,0
61779.75169811152,30778.76665208734,744.7147650049754,0.16969108813965872,27,0,0
48115.55562923376,20593.763538780917,764.6633252780563,0.6171092735795201,7,0,1
47377.201707001426,22728.64345849782,762.3435558576195,0.30611018395262657,4,0,1
103087.77965772648,27797.62084789791,762.2918404064851,0.10574865741065359,12,1,0
40013.60450477096,16682.354445562753,673.3366439021192,0.1832276560824339,1,0,0
54413.50373861687,31445.193812115343,735.6418275185052,0.22699672061371423,13,3,0
66323.75645523607,27213.14112186771,548.1909402775957,0.17456178899880742,2,0,1
38692.97621319622,19229.427999413696,725.4820460401926,0.21955814336501422,15,0,0
61738.33889038678,1000.0,728.9599607618695,0.7470963507034578,8,0,1
17722.75027302416,17082.279510789172,738.9900317486204,0.4264087664793681,1,0,1
53978.479251070654,16981.235245914886,742.2251069737379,0.4720484862961685,10,0,0
42628.36578547514,20919.67694492402,743.172872849383,0.1662187020331819,23,1,0
58864.69848485869,31137.617263709748,656.4863633370582,0.08081446070637642,28,0,1
63884.54715926803,27181.985846689713,662.9201397665174,0.26724546008791183,13,0,0
91973.97943633354,20034.52593704135,729.0906290048276,0.5888705685154123,21,0,0
52795.33719098601,15713.023239143296,556.7539898213531,0.44114727654431274,33,0,0
107743.9392846673,1517.2512915833686,578.029740569443,0.05754825590558438,32,2,1
69245.06820501687,24907.713297446786,639.1407461793733,0.6021385429555143,17,0,1
46143.50798894638,21283.479826269857,651.5663769170973,0.12279974713063403,21,0,0
67703.04380873362,27205.840300436255,701.0153559261126,0.3582666376795015,24,0,0
89710.50272475614,21401.896288413143,827.0194820770929,0.7496315417369295,4,1,0
43645.26253597133,12960.821186296933,648.7954074837102,0.13495688880121462,31,1,0
103844.31230837961,22568.62254391233,712.799899872088,0.620518461729923,8,1,1
75643.24641500771,21141.804255745436,566.6172017720646,0.6094456291294481,13,1,1
42119.401528411036,27110.785597210357,649.2880350290335,0.3615286875021091,31,2,0
54555.8599337452,15734.091780209466,729.8041300538181,0.7417856328976296,8,1,0
56686.57511819538,12641.500068609044,653.7659808539164,0.2655778305935077,22,1,1
87165.80371290827,19738.209530287673,638.0274732909153,0.2710475515575852,8,0,0
41412.42863057764,17819.71828833474,535.2428181785192,0.1566762460545047,20,0,1
95789.22866211444,13438.247376171526,627.3541545400177,0.30882807681506674,31,0,0
87832.08298132574,13302.628375717997,759.6709557841266,0.257489769999597,9,0,0
98287.46439419934,29597.79872501864,650.057584433947,0.4731423548785128,28,0,0
66176.22214494032,17761.206514917605,686.469102553783,0.07851290861004101,33,0,0
89697.71425613246,28664.559638883482,628.0349073385617,0.2671810307228742,21,0,1
60185.659951105205,37676.5417870779,659.4064480533713,0.053294621838542555,4,1,0
85432.94365929527,16638.537198266135,763.9423599270222,0.05441720850574903,10,0,0
66750.77419920008,12298.410226665217,649.0721351061859,0.6242097321598935,27,0,0
101021.35927220009,9540.261696231411,628.9239316872992,0.5748711244470038,23,0,1
70366.65613970734,28457.312313855393,765.7256461350642,0.5708985694521795,33,1,1
48107.023336212835,17538.610594433037,677.9804112026162,0.2975444014083466,9,0,1
95257.94795393068,19691.549606828255,659.009445404022,0.5394704640288916,25,0,1
69170.20757238206,15598.220343455936,692.5309512256746,0.229574799481633,6,0,1
54267.18831151152,17896.984969912603,754.4506752131817,0.2665809120052837,6,0,0
53318.84847374559,42420.952930478845,689.2290537827027,0.4437390706915883,14,0,0
47198.63830008882,13140.389200524496,631.5253852052313,0.5397348977107176,2,0,1
36351.329284116175,1000.0,688.5916151988702,0.23600880560771126,25,0,0
56555.501069213795,18232.616840036568,570.3928169968542,0.525499060984816,6,2,1
69096.84260728692,13997.383017549339,616.029247381559,0.7237451878049483,1,0,1
57375.85453212309,24987.939616540807,703.4774624237388,0.3956853561685514,9,0,1
12000.0,18781.71695743068,682.1024332634288,0.3349750604314146,29,0,0
34258.544445688014,29059.184801201212,707.7707793422956,0.21274952580204237,2,2,1
83801.57326994199,1000.0,710.1285031197493,0.2993040904240072,28,0,0
62711.046092100856,23914.64994229865,737.6945063585553,0.4201743542931558,24,0,1
30880.912229772628,31114.762953840764,687.7426882046113,0.7108752376899272,3,0,1
57888.79562855307,15203.31643883013,750.8924362756475,0.23252687700334357,4,0,0
67492.28209928081,15070.0256750847,712.184909462722,0.21202428933316403,5,2,0
84107.04002517163,14751.336811098708,716.0746754050657,0.7224101360936199,18,0,0
51272.542931804885,13837.64188556997,621.57483212872,0.4740907385558038,17,0,1
77685.5112669445,28636.014107025083,629.8733634827132,0.5646890441648269,11,1,1
64556.103831766784,10381.579814985853,643.2491252037987,0.6307870108708953,23,0,0
57586.38284121118,24212.577479305728,813.1484227517341,0.10725321787109215,29,0,0
82460.59593599611,4989.308370178271,775.8781744612814,0.3893693137987507,13,0,0
46101.663422961836,7371.980680583798,618.0586445745971,0.14807152446055238,1,0,0
83946.85962114563,19620.980185249555,678.585879740502,0.48701967657868905,33,0,1
42171.88450338819,8941.266857654458,624.1245856428305,0.7176124456709879,19,1,1
53473.584968724026,8558.472346062545,626.0884448029574,0.08937745847221906,22,0,1
57312.102705586716,29283.690812014407,750.6581541302534,0.24187328136427338,34,2,0
62783.137352199075,22843.19220858821,577.2129223400883,0.7497770743006175,33,0,1
14125.769724784695,18870.138040454385,713.027288825423,0.05384124599786436,20,0,0
67110.80535196154,24203.882795641566,675.6272898845871,0.14768914462823207,7,2,1
28457.117664893856,5832.31901790158,749.7882094064048,0.10653990050564209,29,1,0
68352.68180545981,9909.937366121103,693.5049754410018,0.5848443123766038,19,0,0
70486.55421175066,20504.64646418936,784.7417625775971,0.5756505415079626,19,0,1
84532.868769281,5231.620552438764,682.6685808782324,0.594309370192894,22,0,0
38293.70480740825,5545.006289946123,746.7478361788302,0.5923994078246173,19,0,0
69586.56988781327,15315.43479449997,695.2939036378897,0.6346541959964115,22,0,0
64046.07395674575,19954.080040454683,685.1805170427896,0.5910154309973595,3,0,1
53645.132960898234,16271.688397404258,765.1074365912783,0.3884825069901171,9,0,0
43502.95965390409,10080.725777079662,685.61770127415,0.5718390778854483,4,0,0
66616.82964452222,10520.344357904774,692.1140776423503,0.4683315449475323,31,1,0
91738.3992869569,16060.648215573945,631.2544560062518,0.3065658018299446,17,1,1
60187.96573195123,24973.792530606923,682.6588331289344,0.6356022485160913,24,1,1
90074.93165197727,31905.280939040662,492.37198635218056,0.6016277783974388,16,0,1
87919.06682456937,18862.931884019483,649.503253587336,0.1714440200845187,4,0,0
22215.259606561303,1000.0,703.2459143667134,0.06709992206402352,34,0,0
47815.39611787151,26109.467717886026,669.778371573337,0.2711823892922132,20,0,0
54024.82623487698,24167.087156772548,664.7819091081183,0.3326372479085202,18,0,0
91476.25149987274,13207.077977775592,719.8138875684753,0.1720502912734604,22,2,0
64601.22764301761,16306.261923332933,789.7366830869203,0.648588390913866,4,1,1
90813.15777357257,31128.22011869501,652.0070035623061,0.07350641055865678,32,1,1
62271.945677119205,32448.891786220567,740.5708822141207,0.38853324310258497,3,0,0
91374.15703484893,11012.533972064391,678.6548692682281,0.08883418266237592,32,0,0
74046.68472021438,38130.1674101,716.719082135982,0.4256460668498565,34,0,0
63085.335750137645,22355.674954622307,820.6570526629458,0.37455446835689554,25,0,1
88494.37858862233,40847.790358721744,745.1364705812846,0.5961065362356518,21,0,0
54907.96820446031,6093.510783914537,767.9793238511699,0.5327725066164889,10,1,1
105414.6026345049,13421.803250297991,651.6788933959288,0.6407687541329832,25,0,0
35768.637529365216,1000.0,673.8136328737021,0.4310425643468796,12,0,1
56389.39838062413,16389.441196179403,604.5297750814963,0.6257059818338219,13,0,0
67015.75981035561,25598.545947049595,637.4974596931929,0.5533948691070304,6,0,1
50163.790064840854,34702.33096349814,694.1782103208998,0.5956506107530523,15,0,0
72887.27460207512,11686.999071528388,631.3762026968749,0.47047399313093413,19,0,1
62588.19893898382,21305.21519989901,696.311392685806,0.5537033188287849,26,0,0
71597.73679501837,15392.272739619235,648.1324605242111,0.33120047589642276,33,0,0
47217.832834033274,24524.25449270155,690.2375771766785,0.10948743923306378,21,0,1
44677.366018990404,16904.12508078613,726.9845199915753,0.3416097669996196,2,0,1
64427.90927449057,15649.108254303828,721.5107031126588,0.17138028117297877,26,0,1
79581.78895784997,2371.967804283722,709.285639455023,0.49056549197952004,6,1,1
101868.90921458518,20670.706327545744,772.795669194421,0.23426964557453034,34,0,0
28454.454245059424,31283.20029272829,550.1019044966367,0.7206990482924974,22,0,1
61059.05304263257,6691.627402642242,677.8978707391223,0.23983556593099103,1,1,0
73857.39641580521,26314.607391258214,734.4454299063591,0.1186928900901127,23,0,0
72305.1585050949,18825.106991813573,536.4178339961596,0.6664364097400322,1,0,1
40582.38936582458,1000.0,800.9723169567435,0.34008792395906207,16,0,0
50462.41053197001,14989.774407146822,658.9419250080447,0.2990506365281888,10,0,1
64723.69868853305,15603.378163584548,632.6342498384698,0.6697718535961583,6,0,0
118668.01131000492,22012.77819921458,733.7317235250581,0.507418321358961,1,1,0
83862.10603569009,23019.39586879667,625.8322851587764,0.4225201334308265,14,0,0
72008.58558158093,19256.895575845614,774.4876276839381,0.2789901671181351,30,1,0
12000.0,24274.28225180404,681.4298522568687,0.2547459039686253,5,1,1
38651.21182370052,9894.607503740921,779.276124968835,0.45565787162179683,28,0,0
40422.404531902575,16372.001617046579,766.2309241045945,0.40097623885362,3,0,0
72160.28472556573,16685.67591149566,688.546810362421,0.2432019406899371,11,1,0
62275.833872786396,28530.84964460309,632.3615721943584,0.17883368945687295,26,0,0
52296.056083146366,1458.6342141791647,801.6807990747226,0.6226066606473691,24,1,1
71688.92929323563,23422.860958383746,573.8623817143384,0.5314228303813111,11,1,0
34785.74978174671,31541.216605983005,656.2646782782516,0.7453051167050154,16,1,1
48703.70072534525,19147.35046108962,740.729837947047,0.4110600741942116,11,0,0
63682.241065875416,47869.96893394577,577.365724418728,0.7460715476201837,30,0,1
102384.33522001376,13624.029510047909,594.5120720842214,0.37257857524079896,8,0,1
82912.89611290225,16764.385089258863,667.2447383566199,0.4244697460804445,18,0,1
73620.75517962375,13003.865342385028,699.4110265035002,0.1963749288941991,28,0,0
56985.3456835098,16004.356382683814,547.9030727386539,0.1546563778960391,24,0,1
64636.684969817856,23633.683902983903,759.2745198210043,0.7081536462668035,14,0,1
89321.40574524546,14708.964219079307,669.3655700086042,0.736850982329442,8,0,1
101514.85039813232,10602.390335810402,729.5283673744627,0.43329178991210093,12,0,0
60200.79992266241,3677.665428858618,627.7388279496868,0.24057776399103986,2,1,1
74012.23484482881,16602.488804296274,653.1878494524055,0.7159819732643948,9,1,1
83281.98058393199,17824.129439078133,701.1807464947921,0.6077235416312509,17,0,0
73175.9289692452,15268.808761713406,691.006071587553,0.17586585646010244,9,0,0
38812.648326415176,38016.15554218866,727.1715099804168,0.2588384703433827,27,1,0
50100.42448712149,23843.012585635297,730.6245808348417,0.05294458169322608,2,0,0
79812.63576384634,13167.96975853916,598.8959478548593,0.4574017235966779,19,2,1
53730.23415247882,24402.37106868833,693.2978107828771,0.41847735787444496,17,0,1
100872.03094529212,25400.110265295334,668.3795748094043,0.16472226275192572,19,0,0
58848.061617873864,17954.59884758444,707.7167319655778,0.2875286127997075,9,0,0
38322.718365563866,14299.386827329541,657.6201782381851,0.7074543970575417,33,0,1
85692.19981430654,9210.332559520424,683.6729788728345,0.5042955120930029,21,0,0
57800.3214983311,30353.323633755026,816.3413252031628,0.6540997172116498,20,0,0
59383.55824723541,16551.986721928588,597.3570520874524,0.6368180984443794,32,0,1
82358.23211697757,16286.106871249947,648.5263979858485,0.6944616188558502,15,0,1
45191.31735962083,28027.303033378856,516.3468095813262,0.07907848607712932,34,2,1
66642.52854544226,18300.66406879919,642.3331375794265,0.23372960635023088,0,0,1
40772.75518382208,40142.647247639434,602.5491903279177,0.34090113042527287,11,0,1
66518.66072080142,13266.72718689877,816.3147719189096,0.4980683596103689,12,2,1
32225.650412120565,14661.536551854653,657.130307516697,0.4756887139413177,7,0,0
48183.19965108666,11677.474738604738,651.6853236611687,0.22227431594264746,30,1,0
82966.02134287698,10526.607788436922,725.346428516702,0.18496276181763915,4,1,1
90944.91800188171,21651.476041454986,604.9911137310496,0.3561882421280677,24,0,0
47303.84391534128,24378.486999536304,733.8136642036451,0.22543355183249048,12,0,0
47087.199501610696,14564.950784447288,731.4438632118693,0.7255782957882954,34,0,0
67047.30326280801,18375.24517296712,789.7822372549855,0.7258214321007154,31,0,1
48832.37138202461,19901.38072967127,718.3211843859598,0.1293469034859467,7,1,1
83753.25062322732,29640.760551540832,551.2218089161356,0.5435656583549726,21,0,1
37196.754578318745,12550.866119606326,759.7304763537287,0.20975955518167405,5,0,0
52458.875115792536,19597.536045259767,850.0,0.5522024962944025,10,1,1
101246.14711375852,21889.360805242133,677.9858451354221,0.5869746535898831,6,0,1
72563.83395630181,21688.137838773273,680.0700145962661,0.08371683777972816,14,0,0
76688.53347278753,18674.6019748347,645.8050799585221,0.5367438299264498,3,0,1
61196.26271420114,27206.40597334171,565.5602081491903,0.6777578914712895,33,1,1
35757.00754477116,11748.4862372249,705.6889195712522,0.2014116825417963,21,2,0
95977.69646901375,16448.58498851162,641.5697221255718,0.1308973659960514,29,1,1
68902.82484226275,12684.280210753543,703.3467315335607,0.4467771767154386,18,1,1
83982.17035013318,12070.56572498061,705.4857990430116,0.4122214758076397,29,1,1
59523.13548620353,19048.890611190393,812.933283783517,0.6700389354086543,31,1,0
64487.4437787112,26935.939705620272,651.863829610386,0.3657601282677754,18,0,1
57000.60330942527,10957.819708684618,593.0416894632366,0.339484662784763,24,1,0
69116.70091316082,26279.078246321435,699.8980578144137,0.5497790428117687,22,2,1
55585.85593142435,15010.715491282092,673.1385335970174,0.10419958743343263,11,0,1
47754.496756164925,9382.06578524683,810.9943535454577,0.08993033750268202,8,0,0
61036.74428573203,12038.09936912894,738.2642423062198,0.4034424593967399,16,0,1
75556.38087506845,26618.739137517296,670.7355184934238,0.11232210249867255,34,0,0
88273.18509143608,8656.190133690463,751.482106882633,0.7073920010013891,29,1,0
38050.65636472161,36054.98543508438,758.061005724073,0.5079688732973808,3,0,1
82733.83770158478,19251.214521088114,614.112978170317,0.5775539661977819,3,1,1
51034.76421847562,2719.8211010386367,711.539217287307,0.21021093471097935,23,0,1
44845.72736351197,8668.02298445201,835.3565281273466,0.3958184319406851,2,1,0
45944.11161670502,25413.752525063355,575.9620368658309,0.143692337371907,8,0,0
117077.48828414705,4874.379157601972,627.3746790480106,0.19217256875766514,10,0,1
79887.49253989183,23952.465832526286,665.8037047737336,0.4477461844771448,31,0,0
41970.075440353554,7470.405709560577,716.1365385850421,0.24593877403466968,28,0,1
