amount,transaction_hour,merchant_risk,card_age_months,chargeback_count,foreign_txn,is_fraud
69.6548276836968,15,0.18817159584612386,110,0,0,0
125.52777570816785,22,0.33118877215224385,46,0,0,1
171.76207565778415,8,0.39612196505165276,83,0,0,1
134.68067597533192,14,0.5862207115272452,29,1,0,1
346.8421773590092,4,0.9192542465263115,70,0,0,1
208.95302686776446,17,0.3945392082424255,109,0,0,0
62.95360435023455,20,0.06915284067776362,50,0,0,0
50.495012386337905,19,0.3479508614309924,111,0,1,0
189.62808920138332,7,0.1900854125998448,55,0,0,1
111.56020207754806,14,0.6517744788191033,27,0,1,0
221.50497169514878,20,0.029262109167332184,7,1,1,0
188.42445028691938,8,0.2919299710730734,91,0,0,1
125.95215035410084,18,0.5451735072326199,83,0,1,1
63.60485448480454,21,0.2773342060495543,81,0,0,0
30.09597797492176,5,0.5509952833452542,41,0,1,0
156.68965933582317,3,0.11471232218718319,11,0,0,0
41.620122689522574,10,0.9428054879896225,5,0,0,1
61.29633035245577,9,0.2909068073298867,66,0,0,0
149.84850239893183,2,0.9230008393898834,111,0,0,1
139.43591004154337,0,0.3258354395041454,56,0,0,0
46.69775651787856,11,0.7818401911729878,12,0,1,0
279.3861250818843,22,0.24618735746125298,42,2,1,1
274.4686744358727,14,0.6697689023896012,106,1,0,1
193.91313667006915,14,0.32371621382276716,116,0,0,1
193.74755632783845,20,0.5091591292096588,75,0,0,0
193.91478313045852,13,0.6738141457636807,10,0,0,1
258.1247957485651,6,0.5888825052029606,28,0,0,0
212.5580288662599,16,0.5762805932836943,7,0,0,0
68.3838248598029,23,0.06568083565761729,14,0,0,1
110.33987845634562,18,0.24907683217159182,77,0,0,0
543.722575857959,6,0.5718392898565416,69,0,0,1
18.51874552570162,2,0.01831720721572505,61,3,0,1
90.29037675755659,2,0.25064425511597965,51,0,0,1
280.3850044822637,17,0.22918523943119673,42,0,0,0
72.26134609886694,19,0.24985611016083442,8,0,0,0
216.55834306793787,21,0.5356094995666537,50,1,0,0
138.09557107174842,13,0.5819603540191924,1,0,0,1
76.72359336237137,2,0.9089979943728113,69,0,0,1
14.48089736969269,6,0.3860310490262192,11,0,0,0
153.53220159483743,6,0.9265789171431259,116,0,0,0
67.08874571862754,4,0.6519543449841703,107,0,0,0
121.8309900219846,2,0.9126603959005557,48,0,0,1
192.58407759406208,17,0.8334721016800484,10,0,0,1
244.22498386776624,14,0.6875824434076875,15,1,1,1
90.0505884619219,19,0.35610589951895943,103,0,0,0
76.60012922593342,13,0.2411104476852185,47,1,0,0
40.90448623426374,3,0.22239143551203222,93,0,1,0
252.37032579171336,23,0.9521738374562813,25,0,0,1
494.53807804068873,7,0.9585738431293581,112,0,0,1
270.9181106559734,20,0.7248313735243089,6,0,0,1
311.64808421141606,12,0.8837959840764773,11,0,0,1
72.78672764178526,21,0.9189961630790605,17,0,0,1
184.62413320445387,7,0.5115561965193122,15,0,0,0
230.4055599168622,14,0.6290596906251722,16,0,0,0
53.051087794505705,16,0.4187544979202146,56,0,0,0
382.9721717012769,4,0.4184907642852631,66,0,0,0
33.45707468807867,19,0.03842891864461462,36,0,0,0
344.4525612716627,3,0.4338214604848055,83,0,0,0
33.22257021575367,10,0.6734898115131833,38,0,0,0
55.483012795582,17,0.42198216610657113,114,1,0,0
186.98003945090701,9,0.8724096768769565,85,0,0,0
140.67317106175568,16,0.33256295240701816,75,0,0,1
97.36613065416088,14,0.13268204656084948,105,0,0,0
373.37150443118725,5,0.8115586907290594,3,0,0,1
41.99781504816463,22,0.673947918328592,98,0,0,0
118.26337604477277,20,0.2418194823205818,18,0,0,0
203.79160723991237,15,0.536451256042233,79,1,0,1
164.51047281640254,14,0.40185233859379244,89,0,0,0
78.80716569615674,7,0.9388597764356578,54,0,0,0
81.25684671723494,8,0.607332090920629,114,0,0,1
241.73599378070182,10,0.1583892611869916,115,0,0,0
249.49530550926164,1,0.5021484526369852,79,0,0,0
167.65590662630854,12,0.8625568325238507,94,0,1,1
64.73375497324184,3,0.6714966700324616,17,0,0,1
83.4427113529351,8,0.8424520760986562,82,0,0,1
131.18625507708222,4,0.2503993138656403,95,0,0,1
145.82164591345781,18,0.8883513770475419,114,0,0,1
198.1948894782471,21,0.7556113318241721,107,0,0,1
113.52217781145436,2,0.7289137554380787,82,0,0,0
238.0409786001777,20,0.3465410697635244,119,0,0,1
236.23582629396105,2,0.8876580637605281,99,0,0,1
318.71629464628194,5,0.6379793773932165,13,0,0,1
135.5143863389566,9,0.8518394768628025,63,0,0,1
169.69350736213113,4,0.3609714559862718,14,0,0,0
120.33881652912785,2,0.1456520910643565,59,0,0,1
65.42357460135992,21,0.3323371802203223,36,0,0,1
487.20769758681035,23,0.4552643473751825,18,0,1,1
292.2733382407232,6,0.5334073751454924,5,0,1,1
232.94743427615066,21,0.5108092157115375,14,0,0,1
132.0724874153752,17,0.5460545924365644,25,0,0,0
60.47584833687684,22,0.8417057652229475,44,0,0,0
261.52751276425624,7,0.1701012461881699,39,1,1,0
118.71470325622704,0,0.31605129516887087,12,0,1,0
180.68930541778516,3,0.8886084904354514,104,0,0,0
83.17523616451786,23,0.5604582045583303,61,2,0,0
160.26734013159893,6,0.5833898703695721,62,0,0,1
87.53056500961961,13,0.47806254461395226,53,0,0,0
90.36156158133622,12,0.5489746349861391,53,0,1,0
158.76395026001413,9,0.1980797305601012,28,0,0,1
32.72523800751269,22,0.5468668994181283,35,0,0,1
34.39752628864965,17,0.9971731279111168,118,0,0,1
72.04595503223372,0,0.5660475729241843,65,0,0,1
112.48121236408471,3,0.04440246560603034,3,0,0,0
242.97543303090296,15,0.7964356443506597,43,0,0,1
117.48770530680027,15,0.3964754287233876,50,0,0,0
131.43042993916066,17,0.15367614850156186,71,0,0,0
105.68756347051351,7,0.8625198062266913,9,0,1,1
169.51796237909213,9,0.19797325553496758,36,0,1,1
64.84636469813796,15,0.9207673898585332,23,0,0,0
122.41311472008663,22,0.4417964904426055,88,0,0,0
179.27398340580623,23,0.7427908347497,74,0,0,1
157.8424646586083,10,0.5469958503385205,50,2,0,0
134.63810397140662,5,0.25662680391522785,55,0,0,1
135.8807870037053,0,0.6710901744959188,112,0,0,1
191.6632261449418,11,0.9579125508901479,12,0,0,1
502.2559357503158,5,0.7696369667914125,83,0,0,1
68.7469466681735,12,0.6040179965751782,32,0,0,1
511.4681861428045,16,0.9906281082658567,24,0,0,1
66.06316890634288,0,0.26532666734268473,86,3,1,1
12.281079622318485,7,0.06234148790944738,67,1,0,0
86.07120075625268,21,0.03213086611593108,104,0,1,0
171.83594086682805,7,0.7106878795587983,27,0,0,0
436.12774527841634,23,0.8302323647341706,61,0,0,1
60.40513346817189,10,0.6351005374845267,19,1,0,0
190.86464764822279,13,0.9050265974431984,73,0,0,1
38.17919557199514,23,0.6979760473399205,51,0,0,1
426.03117506401674,9,0.37095464640902054,64,1,0,1
296.00638488084417,14,0.1812582916298816,113,0,0,0
90.51006878854486,6,0.9246474785591563,77,0,0,1
327.73542328626536,6,0.10359714999747949,2,0,0,1
121.85011018489654,9,0.5429884037464054,36,0,0,0
306.3856490135739,3,0.3140079252735116,93,0,0,1
133.875633879388,17,0.2714150075196725,11,0,1,0
138.24456421422354,9,0.6458348519168964,98,1,0,1
92.04311034419422,18,0.23123693739103623,68,0,0,1
208.56068331812503,13,0.9163651067423957,68,0,0,0
146.14730244530477,12,0.40604390909912413,116,0,0,1
193.83407558569857,14,0.6773753467296789,64,0,0,0
29.3642990794378,15,0.7277557173285846,1,0,0,0
313.61045924756127,1,0.6829416946253303,89,0,0,0
366.26329274492997,3,0.9034002408930234,26,1,0,1
145.64052710649347,20,0.2311308636059981,11,0,0,0
479.49653135239134,17,0.08605454468610119,87,1,0,0
409.2033325128916,16,0.05546569726504935,2,0,0,1
211.71134732263968,9,0.8778441504750248,83,0,0,1
330.5195705629007,20,0.9732870499391821,93,0,0,1
275.24193986051984,8,0.3025265412047127,40,0,1,1
21.690376072295443,14,0.6935139235749692,119,0,0,0
107.39970551567572,11,0.0089127841717489,116,0,0,0
222.01846188477896,20,0.18863151011598778,4,0,1,0
382.18058387028356,8,0.6892743824616144,80,0,1,0
35.5555134651482,13,0.06588713931523282,111,0,0,0
23.43912575852624,12,0.4685100499198245,37,0,1,0
127.67827954055177,5,0.6625832643739489,61,1,0,0
13.50902763167232,18,0.7659581713055174,91,0,1,0
124.33922753840147,3,0.45381591372437047,5,0,0,0
174.89236135767487,19,0.630284039496343,15,0,0,1
57.914063641839306,16,0.5395756295620613,87,0,0,1
126.96406335753336,18,0.0523057720833211,113,0,1,0
258.30781409731094,2,0.7428046872598465,67,0,0,1
85.72432616008683,13,0.17236191588537497,82,0,0,0
67.06574381605805,16,0.03180553123384133,107,0,0,0
122.58195124325711,12,0.4511679162883723,26,1,0,0
52.446936299156725,8,0.8656375872815103,6,0,0,0
456.59279996257294,0,0.15082943766102863,44,1,0,0
137.00859844516924,16,0.012857534116974989,118,0,0,1
73.33612058267215,15,0.10997923576541713,58,0,0,1
156.67656732493282,17,0.3636591143316067,81,0,0,1
122.06535846440102,1,0.5801718699913038,46,0,0,0
111.78899681556459,13,0.19301213398589256,102,0,1,0
85.7055915758092,21,0.8019640050225706,42,1,0,0
82.26667279321919,22,0.7532971205490819,48,1,0,1
30.082815099372407,16,0.6958636165986992,114,0,0,1
330.18725462182493,2,0.487469808315544,27,0,0,1
202.18423282812523,1,0.36521695513398533,20,0,0,1
168.1316925343184,7,0.37558662096481077,70,0,0,1
120.5536016800838,1,0.5030705349557333,115,0,0,1
56.991350052869755,1,0.07731468688265453,35,0,0,1
69.47981855854009,8,0.6823054628670612,76,0,0,0
33.78220991426792,19,0.35150754400930206,48,0,0,0
77.08337115157067,20,0.2247587779386886,67,0,1,0
49.921148297527935,5,0.2783270704986389,112,1,0,1
394.50772299404065,11,0.18029428528621783,68,0,0,1
246.68920020686173,8,0.9015680855277886,52,0,1,1
141.4845834854778,6,0.16903751636255104,109,0,0,0
62.695533881261284,11,0.8829261188948626,68,0,0,0
52.33591068086816,4,0.5722433959684513,4,0,0,0
114.62551442259681,15,0.8674509553888602,39,0,0,1
253.68674621202962,4,0.47406421690551215,21,0,0,1
34.77121559971865,11,0.9276337194810736,108,1,0,0
200.33763087808367,23,0.21149074360835018,66,0,0,0
76.7920478653481,19,0.5546917528472746,16,0,0,0
89.08571176529685,8,0.12583869051366914,7,0,0,0
138.40767032744793,22,0.44722028520236434,83,0,0,1
64.60910267355071,6,0.5699036966468424,107,0,0,0
110.14613757167038,18,0.605675222173172,97,0,0,0
59.84947513938377,19,0.36552879690727913,9,0,1,1
82.19535254826994,22,0.07633564216645283,101,0,0,1
227.55550419131094,10,0.6553260713826526,17,0,0,0
143.85769667657556,20,0.4884318604532778,91,0,0,0
226.96542607226513,11,0.1368788666372569,97,0,0,0
75.93865264257819,2,0.9358759694060996,113,0,1,1
201.37309683893653,16,0.9556686621834433,12,0,1,1
25.984043798950268,6,0.8566062798313689,57,0,0,0
138.3614380956141,21,0.8438683005175974,45,0,0,1
210.75924046779812,9,0.09867127586805613,11,0,0,0
24.822244439389017,22,0.9934201095825678,13,0,0,1
76.70674931216722,14,0.4003806798637316,31,0,0,0
138.28880169774513,1,0.16312111586711353,77,0,0,0
266.60484928767767,12,0.8121017282172212,102,0,0,1
82.18633548911649,3,0.22573076846305784,26,0,1,1
195.87771518504405,17,0.5261753206695915,63,0,0,0
344.50999171791074,23,0.12801606520343634,31,0,0,0
202.25446713273294,22,0.4746457232758885,22,0,0,0
113.4430817542008,0,0.5581414934029423,6,0,0,0
175.45576510042883,1,0.4459239599513427,20,0,0,1
80.176275223721,1,0.069486824752653,85,0,0,0
142.4777192836256,3,0.48493903058276333,10,0,0,0
117.89267578677428,2,0.4689428434408158,83,0,0,0
171.3284464832143,16,0.26162027729067383,35,1,0,0
95.15830372262862,13,0.9216015996574365,26,0,0,0
178.36216762461788,1,0.4177923326982561,71,0,1,0
94.40908334540298,15,0.8641157961963851,37,0,0,0
245.05612581827907,10,0.1096638296334419,8,1,0,1
102.41667030256545,12,0.31887728420618144,5,0,0,1
14.177831259241083,0,0.17633085376804003,44,0,0,0
53.967077726044714,22,0.4084107878481925,100,0,0,0
135.2446360084217,1,0.1116366871708786,115,0,1,1
392.2335943008263,1,0.4410348058456205,92,0,0,0
238.64782814172025,20,0.3538707434482363,114,0,0,1
10.533574555082446,4,0.2233150472740052,67,0,0,0
31.50579056856992,3,0.642179411950315,103,0,0,0
289.77836053059707,11,0.950911488147832,72,1,0,1
209.94595953264502,2,0.20711347354958687,79,0,0,0
532.2146240473138,19,0.7117908398984504,117,2,0,1
91.29527578278788,9,0.742380889256743,91,0,0,1
63.41269134600939,19,0.4981205164258624,49,0,0,0
140.86208315152507,17,0.897668346100567,115,0,1,0
89.83513955399874,20,0.9663900660648401,36,1,0,0
271.75977463644296,20,0.3622464520538494,80,0,0,1
87.29103537049835,20,0.6510332980031875,26,1,0,0
107.35785762130772,9,0.6622126179001122,45,2,1,1
55.641176278753754,0,0.40363552625250454,61,0,0,1
227.7911941955429,5,0.3167910744946142,44,0,1,1
58.96972869860277,10,0.9337441982278135,4,2,0,1
180.75298740705676,1,0.7899815493126753,76,0,0,1
436.26999116551934,6,0.11446456597454413,81,0,0,1
21.081211650291337,19,0.11988407158488701,58,0,1,0
355.21293450784947,20,0.9225427688528266,105,0,0,1
164.38893203315894,20,0.08140976502692443,108,0,0,0
47.60058036170981,20,0.6884213462431659,26,0,0,0
144.95370966909437,17,0.2267582469444117,95,0,0,1
223.2139033575908,20,0.035185342741618664,79,1,1,1
67.2225312474124,18,0.0596375460800902,116,0,0,0
188.19443145805135,3,0.37352210367956207,98,0,0,0
374.8445876036084,12,0.07758845168936468,29,1,0,0
87.19768132779893,17,0.596639199933454,9,0,0,1
55.01825693718156,19,0.6472545113740756,78,0,0,0
120.75947758855806,23,0.37346857198304895,36,0,0,0
139.17178176218516,12,0.7428780757183507,4,0,0,0
281.27439264854354,18,0.4900425201695773,59,0,0,0
117.67106701352137,16,0.4302285034020821,102,0,0,0
93.92610995908902,0,0.40698808879012505,37,0,1,0
53.74032695196967,5,0.43110648734553736,88,0,0,1
25.04729792827431,18,0.9678876499344186,81,0,0,0
39.55363382431507,19,0.6814070600384377,13,0,1,0
39.31899053577223,0,0.3152098471611,20,0,0,1
108.2797095805874,7,0.7338598702055653,17,0,0,1
30.54633714453812,16,0.330267388322916,51,1,0,0
127.8040278175199,20,0.1257149077846762,91,0,0,1
429.96352949844754,21,0.4753603574556491,55,0,0,0
286.8099230438004,14,0.7510238591384141,33,1,0,0
107.44603990279019,17,0.3776599108873212,21,0,0,0
614.8116779238314,6,0.8691741420473429,81,0,0,1
139.54337879780752,15,0.38695270408775984,22,0,0,0
154.85561308597661,6,0.34983902550673174,25,0,0,1
118.9726808061264,16,0.9982439138632666,67,0,0,0
129.97911686727147,3,0.4824720229900654,91,1,0,0
84.71529486624675,11,0.8052212097135061,91,1,1,1
108.69504398941805,12,0.8049880560599225,110,1,0,1
356.792916148131,3,0.9263693370991793,12,0,0,1
307.87518156808704,20,0.08489505445030365,15,0,0,0
13.375955522528555,0,0.2712202764268423,102,1,0,1
34.39552065562202,0,0.767748091546434,84,0,0,0
68.05404806342356,6,0.5626014923985649,86,0,0,0
255.1963934203931,8,0.5596149423545339,2,1,0,0
312.49357909747795,0,0.1662153018702408,4,0,1,1
222.61820941283187,15,0.2811530141139298,45,2,0,1
47.41564685998648,17,0.5213340857167345,13,1,1,1
86.16648803176398,21,0.2771813646746212,55,0,1,0
190.53103671717957,14,0.21028279269871508,32,1,0,1
110.02094415492552,5,0.08775605576999612,22,0,1,1
98.24756648509484,1,0.15572601192334556,89,0,0,0
99.41953860608359,8,0.768867762491973,91,0,0,0
292.48582503175453,3,0.7187791805847155,55,0,0,1
204.44791500378616,12,0.0458336843487116,17,1,0,0
103.85061414436409,22,0.20328408534411102,70,0,1,0
169.93216038667939,21,0.5604553467327162,107,0,0,0
41.36520648169851,10,0.32262784423677315,51,0,0,0
86.30530887608089,12,0.8232496026795305,80,0,0,0
273.6684357917954,10,0.7849893076621469,8,0,0,0
28.524414616001778,18,0.8915805579581095,61,0,0,0
206.22584211410475,7,0.5629312315051159,97,1,1,1
13.186448502011936,6,0.3520764798090985,10,0,1,0
396.49377213627827,15,0.6060646961849178,98,1,0,0
84.601284629661,2,0.0891366797454578,19,0,0,1
178.95012780928812,16,0.009586017741467612,14,0,0,1
145.48208034885891,17,0.017093520120355365,67,1,0,0
149.46664183738073,14,0.40754293793421614,55,0,0,0
167.7163438979588,16,0.22807759410306327,61,0,0,0
23.21987828003642,10,0.1573377058000477,56,1,0,0
151.77022210025234,4,0.6153260156181705,63,0,0,1
115.21998575190602,15,0.9950950426131812,105,0,0,0
84.99536005812928,14,0.17775320361553637,87,0,0,0
68.02186138430442,9,0.5464214242139388,104,0,0,1
154.60019415870772,13,0.11972751399989379,11,1,1,1
55.66372660380205,1,0.934236441072139,47,0,0,1
270.37012893194776,15,0.29175516857058503,6,1,0,1
188.34120509240788,18,0.8783398200433784,34,0,0,1
161.56252208092866,7,0.28307643925037684,65,1,0,1
262.7547046309521,14,0.8060524801867195,99,0,0,0
19.25940737963187,9,0.2093813334457727,89,0,0,0
40.032579289361436,4,0.2927894301534444,64,0,0,0
194.26118749753465,19,0.19247536540363397,93,0,0,0
71.54696924410358,15,0.26425987784965566,87,0,0,1
79.62331080337121,20,0.8348657553333153,82,1,1,1
34.43113272778436,21,0.6390324975466974,78,1,0,0
55.80804967933241,11,0.40587966883722404,81,0,0,1
274.4418920653953,22,0.9715210270821563,66,0,0,1
191.04819370469542,12,0.46486152712957374,31,0,0,0
153.34866970976995,8,0.9697599712588514,83,0,0,1
82.28017794505413,16,0.19658692291086022,96,0,0,0
146.33559189596488,19,0.9046384271149494,62,0,0,0
290.7358328317325,11,0.013822204097494684,54,0,0,0
73.09712164219091,4,0.5453032023657575,92,2,1,0
129.75228445360818,23,0.4230523942920148,105,0,0,0
412.58458311051595,11,0.5250878454719793,8,0,0,0
220.60097753203877,0,0.553444831947699,42,0,0,1
83.27011148128028,19,0.38903135406771094,41,0,0,0
208.4159848612583,15,0.9981978468860951,59,0,0,1
28.025095530286492,11,0.9765071903006258,40,0,0,1
125.7926776403325,8,0.9617453767045951,103,0,0,0
208.25774233094558,12,0.9790850473765879,22,0,0,1
176.58080963861295,16,0.7930123987693986,24,0,0,0
206.85853651548365,16,0.9885904790263319,38,2,0,1
239.33614170997492,3,0.8923602252751419,2,0,0,1
186.6020207330206,13,0.4159326370324211,41,0,1,1
182.80801826048003,18,0.7847771083834078,105,0,0,0
155.9540306266896,6,0.9120678451256258,19,0,0,1
49.947520458505764,2,0.7126060735870925,105,0,0,0
274.3601891572057,0,0.42278234056560393,2,0,0,1
129.2896755079464,11,0.06579024201642525,92,0,0,0
216.83001640938485,14,0.8096969370605877,96,0,0,1
255.61142714984555,10,0.9527428731264703,62,0,1,1
86.822452357926,9,0.36246326022992637,83,0,0,0
93.30481437795312,1,0.1519060509889396,16,0,0,1
103.88334407470717,3,0.3265038394705557,94,0,0,0
309.62339148362116,16,0.5826223581782463,22,0,1,1
60.637381399292266,16,0.31692900328223617,14,0,0,0
345.563011503334,7,0.6106187301963539,116,0,0,0
154.6810857038933,22,0.9668522322446306,56,0,0,0
162.8596320569524,13,0.6707344933076825,65,1,0,0
247.93511469770414,23,0.3626593662856217,45,1,0,1
142.01341663914002,3,0.9357529714715349,54,1,0,0
276.4250846047926,5,0.5656352687011439,66,0,0,0
86.72598680323772,18,0.12837239853256666,86,0,1,0
338.28179737569036,23,0.49898100519376154,46,0,0,1
92.41169783344155,3,0.6536364449100499,33,0,0,1
346.8129540548954,2,0.8382543658167385,79,0,0,1
94.47454463898545,19,0.9364767867076473,50,2,0,0
106.2967942642011,5,0.3174161337163852,105,0,0,1
54.19035577169866,22,0.1555123640790368,22,0,0,0
68.71706699318794,6,0.07382864219388241,40,0,1,0
129.78307890346557,13,0.7383546027082828,39,1,0,0
159.01525592921064,11,0.795158252715432,105,0,0,0
263.0196354227243,15,0.40937312692816685,41,1,0,0
112.43127061558408,19,0.395925407173629,75,1,0,0
176.85644901155794,7,0.9542370316546319,68,1,0,1
151.2738636502844,22,0.9166813250803274,7,0,0,0
190.9344567869587,1,0.23326590191704322,85,0,0,1
77.71819622280871,12,0.7808076477498073,71,0,0,0
85.66745779352395,7,0.62270039623294,4,1,0,0
77.74362837114367,20,0.1542227391196399,76,1,0,0
297.6927369302855,19,0.3567710470865604,91,0,0,1
340.4297821185196,15,0.17747294130748248,59,0,1,1
82.64690340955609,3,0.2951560388218386,81,0,0,0
84.04549393773335,15,0.6153011757733516,84,0,1,1
209.96692120449381,19,0.37526547104343966,95,0,0,0
365.5250469397427,5,0.3940595198358572,26,0,1,1
418.1087700811704,3,0.5396472926171898,31,0,0,0
79.53026719254257,15,0.08722413884172275,99,0,0,0
97.16627150752205,22,0.7387972898494148,73,0,1,0
165.09017287795376,22,0.40170953341334004,69,1,0,0
170.94471738570346,20,0.4803970882023202,52,0,0,1
115.88052867102158,12,0.9742997288546317,112,0,1,0
66.71203708329973,4,0.344366888318254,72,0,0,0
129.9411747540587,14,0.6482189359739254,21,0,0,0
417.8168090541752,7,0.3925043172958107,16,0,0,1
86.70095768137374,6,0.8942827186836781,51,0,0,0
157.80727061622787,13,0.8467562669950395,16,0,1,0
601.6232662175202,6,0.24162427176238432,18,0,0,1
85.67731551251613,21,0.6917457126109006,47,0,0,0
216.88583574751908,6,0.06517199589720701,56,0,0,1
429.4567911045362,22,0.9631853895298901,28,0,1,1
204.11212219922365,17,0.34899010801415753,82,1,0,0
283.74690997365286,9,0.831842772584767,78,0,0,0
237.2918079264234,17,0.31843136607730993,56,0,0,0
192.88601346170276,13,0.632770741196872,112,0,1,1
333.0851712686925,9,0.9835907919843317,37,1,0,1
212.18033621723276,6,0.8767498631316303,104,0,1,1
116.80749891660354,6,0.1603659099049074,16,0,1,0
149.06710312587262,6,0.5474884331494713,85,0,0,1
175.14929021550657,4,0.34853178211469016,65,0,0,0
